,rv_dt,value,category,rv_seen
189,2022-07-10,9.78,Non Open Resolvers,552
190,2022-07-11,6.76,Non Open Resolvers,651
191,2022-07-12,11.49,Non Open Resolvers,583
192,2022-07-13,7.28,Non Open Resolvers,536
193,2022-07-14,6.24,Non Open Resolvers,673
194,2022-07-15,6.96,Non Open Resolvers,546
195,2022-07-16,5.34,Non Open Resolvers,655
196,2022-07-17,2.95,Non Open Resolvers,643
197,2022-07-18,2.08,Non Open Resolvers,865
198,2022-07-19,3.19,Non Open Resolvers,846
199,2022-07-20,4.63,Non Open Resolvers,735
200,2022-07-21,3.71,Non Open Resolvers,862
201,2022-07-22,1.77,Non Open Resolvers,736
202,2022-07-23,3.36,Non Open Resolvers,833
203,2022-07-24,3.96,Non Open Resolvers,884
204,2022-07-25,2.16,Non Open Resolvers,1020
205,2022-07-26,2.65,Non Open Resolvers,1095
206,2022-07-27,4.37,Non Open Resolvers,1189
207,2022-07-28,2.38,Non Open Resolvers,1134
208,2022-07-29,4.38,Non Open Resolvers,1118
209,2022-07-30,3.51,Non Open Resolvers,998
210,2022-07-31,3.69,Non Open Resolvers,1029
211,2022-08-01,2.66,Non Open Resolvers,1164
212,2022-08-02,3.71,Non Open Resolvers,1158
213,2022-08-03,1.96,Non Open Resolvers,1273
214,2022-08-04,2.93,Non Open Resolvers,1263
215,2022-08-05,1.91,Non Open Resolvers,1468
216,2022-08-06,2.11,Non Open Resolvers,1422
217,2022-08-07,2.22,Non Open Resolvers,1534
218,2022-08-08,2.53,Non Open Resolvers,1303
219,2022-08-09,2.46,Non Open Resolvers,1341
220,2022-08-10,4.08,Non Open Resolvers,1202
221,2022-08-11,1.44,Non Open Resolvers,1661
222,2022-08-12,2.09,Non Open Resolvers,1432
223,2022-08-13,1.43,Non Open Resolvers,1612
224,2022-08-14,1.7,Non Open Resolvers,1118
225,2022-08-15,1.72,Non Open Resolvers,1164
226,2022-08-16,3.02,Non Open Resolvers,1126
227,2022-08-17,2.07,Non Open Resolvers,1159
228,2022-08-18,1.58,Non Open Resolvers,1206
229,2022-08-19,1.81,Non Open Resolvers,1105
230,2022-08-20,1.7,Non Open Resolvers,1353
231,2022-08-21,3.02,Non Open Resolvers,1192
232,2022-08-22,3.55,Non Open Resolvers,1408
233,2022-08-23,3.48,Non Open Resolvers,1236
234,2022-08-24,1.78,Non Open Resolvers,1573
235,2022-08-25,2.57,Non Open Resolvers,1283
236,2022-08-26,1.7,Non Open Resolvers,1234
237,2022-08-27,1.01,Non Open Resolvers,1393
238,2022-08-28,3.72,Non Open Resolvers,1236
239,2022-08-29,11.3,Non Open Resolvers,1106
240,2022-08-30,20.4,Non Open Resolvers,1211
241,2022-08-31,28.07,Non Open Resolvers,741
242,2022-09-01,17.38,Non Open Resolvers,1283
243,2022-09-02,27.97,Non Open Resolvers,1298
244,2022-09-04,11.06,Non Open Resolvers,1501
245,2022-09-05,2.25,Non Open Resolvers,1556
246,2022-09-06,3.48,Non Open Resolvers,1837
247,2022-09-08,10.73,Non Open Resolvers,1771
248,2022-09-09,8.6,Non Open Resolvers,1488
249,2022-09-10,4.58,Non Open Resolvers,1857
250,2022-09-11,0.88,Non Open Resolvers,1475
251,2022-09-12,1.42,Non Open Resolvers,1622
252,2022-09-14,1.74,Non Open Resolvers,1894
253,2022-09-15,2.63,Non Open Resolvers,1749
254,2022-09-16,1.38,Non Open Resolvers,1591
255,2022-09-17,1.58,Non Open Resolvers,1452
256,2022-09-18,3.21,Non Open Resolvers,1712
257,2022-09-19,2.97,Non Open Resolvers,1481
258,2022-09-20,7.99,Non Open Resolvers,1302
259,2022-09-21,4.89,Non Open Resolvers,1044
260,2022-09-22,2.6,Non Open Resolvers,1231
261,2022-09-23,3.45,Non Open Resolvers,1132
262,2022-09-24,3.19,Non Open Resolvers,1097
263,2022-09-25,3.45,Non Open Resolvers,1071
264,2022-09-26,3.42,Non Open Resolvers,877
265,2022-09-27,4.55,Non Open Resolvers,989
266,2022-09-28,2.55,Non Open Resolvers,901
267,2022-09-29,4.82,Non Open Resolvers,893
268,2022-09-30,4.53,Non Open Resolvers,817
269,2022-10-01,1.43,Non Open Resolvers,629
270,2022-10-02,2.56,Non Open Resolvers,664
271,2022-10-03,3.89,Non Open Resolvers,617
272,2022-10-04,3.9,Non Open Resolvers,821
273,2022-10-05,4.26,Non Open Resolvers,938
274,2022-10-06,3.65,Non Open Resolvers,877
275,2022-10-07,5.46,Non Open Resolvers,604
276,2022-10-08,5.2,Non Open Resolvers,788
277,2022-10-09,2.5,Non Open Resolvers,879
278,2022-10-10,3.15,Non Open Resolvers,921
279,2022-10-11,0.9,Non Open Resolvers,998
280,2022-10-12,3.23,Non Open Resolvers,1023
281,2022-10-13,2.81,Non Open Resolvers,926
282,2022-10-14,2.9,Non Open Resolvers,792
283,2022-10-15,4.66,Non Open Resolvers,751
284,2022-10-16,3.61,Non Open Resolvers,721
285,2022-10-17,10.91,Non Open Resolvers,660
286,2022-10-18,7.0,Non Open Resolvers,586
287,2022-10-19,1.67,Non Open Resolvers,539
288,2022-10-20,1.0,Non Open Resolvers,701
289,2022-10-21,0.0,Non Open Resolvers,685
290,2022-10-22,0.8,Non Open Resolvers,622
291,2022-10-23,0.96,Non Open Resolvers,521
292,2022-10-24,0.61,Non Open Resolvers,493
293,2022-10-25,0.18,Non Open Resolvers,569
294,2022-10-26,0.0,Non Open Resolvers,682
295,2022-10-27,0.75,Non Open Resolvers,530
296,2022-10-28,0.99,Non Open Resolvers,704
297,2022-10-29,0.65,Non Open Resolvers,620
298,2022-10-30,0.56,Non Open Resolvers,539
299,2022-10-31,0.72,Non Open Resolvers,557
300,2022-11-01,0.31,Non Open Resolvers,639
301,2022-11-02,1.11,Non Open Resolvers,718
302,2022-11-03,4.08,Non Open Resolvers,686
303,2022-11-04,3.18,Non Open Resolvers,629
304,2022-11-05,3.17,Non Open Resolvers,756
305,2022-11-06,6.67,Non Open Resolvers,675
306,2022-11-07,3.09,Non Open Resolvers,711
307,2022-11-08,6.7,Non Open Resolvers,761
308,2022-11-09,2.95,Non Open Resolvers,644
309,2022-11-10,5.26,Non Open Resolvers,893
310,2022-11-11,2.39,Non Open Resolvers,587
311,2022-11-12,2.71,Non Open Resolvers,517
312,2022-11-13,2.68,Non Open Resolvers,597
313,2022-11-14,3.12,Non Open Resolvers,640
314,2022-11-15,2.79,Non Open Resolvers,646
315,2022-11-16,2.93,Non Open Resolvers,615
316,2022-11-17,2.77,Non Open Resolvers,542
317,2022-11-18,4.13,Non Open Resolvers,653
318,2022-11-19,5.06,Non Open Resolvers,711
319,2022-11-20,5.19,Non Open Resolvers,810
320,2022-11-21,4.43,Non Open Resolvers,745
321,2022-11-22,2.95,Non Open Resolvers,677
322,2022-11-23,4.34,Non Open Resolvers,738
323,2022-11-24,6.47,Non Open Resolvers,835
324,2022-11-25,3.52,Non Open Resolvers,823
325,2022-11-26,5.82,Non Open Resolvers,808
326,2022-11-27,5.01,Non Open Resolvers,678
327,2022-11-28,3.29,Non Open Resolvers,759
328,2022-11-29,1.37,Non Open Resolvers,876
329,2022-11-30,2.43,Non Open Resolvers,824
330,2022-12-01,27.99,Non Open Resolvers,886
331,2022-12-02,92.62,Non Open Resolvers,1043
332,2022-12-03,94.09,Non Open Resolvers,964
333,2022-12-04,91.91,Non Open Resolvers,878
334,2022-12-05,93.05,Non Open Resolvers,1022
335,2022-12-06,88.43,Non Open Resolvers,821
336,2022-12-07,93.72,Non Open Resolvers,892
337,2022-12-08,89.14,Non Open Resolvers,1096
338,2022-12-09,94.17,Non Open Resolvers,1097
339,2022-12-10,93.03,Non Open Resolvers,975
340,2022-12-11,91.11,Non Open Resolvers,1012
341,2022-12-12,83.53,Non Open Resolvers,996
342,2022-12-13,84.73,Non Open Resolvers,812
343,2022-12-14,75.58,Non Open Resolvers,819
344,2022-12-15,84.63,Non Open Resolvers,872
345,2022-12-16,87.28,Non Open Resolvers,896
346,2022-12-17,84.49,Non Open Resolvers,806
347,2022-12-18,86.92,Non Open Resolvers,841
348,2022-12-19,87.33,Non Open Resolvers,813
349,2022-12-20,88.82,Non Open Resolvers,912
350,2022-12-21,85.33,Non Open Resolvers,852
351,2022-12-22,87.12,Non Open Resolvers,877
352,2022-12-23,85.89,Non Open Resolvers,879
353,2022-12-24,84.05,Non Open Resolvers,865
354,2022-12-25,87.32,Non Open Resolvers,899
355,2022-12-26,87.75,Non Open Resolvers,808
356,2022-12-27,86.85,Non Open Resolvers,745
357,2022-12-28,87.49,Non Open Resolvers,871
358,2022-12-29,88.31,Non Open Resolvers,804
359,2022-12-30,88.28,Non Open Resolvers,674
360,2022-12-31,86.85,Non Open Resolvers,783
361,2023-01-01,4.21,Non Open Resolvers,594
362,2023-01-02,4.45,Non Open Resolvers,719
363,2023-01-03,86.18,Non Open Resolvers,702
364,2023-01-04,82.96,Non Open Resolvers,757
365,2023-01-05,87.77,Non Open Resolvers,801
366,2023-01-06,88.77,Non Open Resolvers,721
367,2023-01-07,89.36,Non Open Resolvers,733
368,2023-01-08,89.34,Non Open Resolvers,666
369,2023-01-09,86.36,Non Open Resolvers,814
370,2023-01-10,1.11,Non Open Resolvers,723
371,2023-01-11,87.57,Non Open Resolvers,724
372,2023-01-12,83.81,Non Open Resolvers,704
373,2023-01-13,86.6,Non Open Resolvers,582
374,2023-01-14,86.74,Non Open Resolvers,513
375,2023-01-15,84.72,Non Open Resolvers,615
376,2023-01-16,83.43,Non Open Resolvers,525
377,2023-01-17,81.78,Non Open Resolvers,472
378,2023-01-18,86.59,Non Open Resolvers,552
379,2023-01-19,83.71,Non Open Resolvers,571
380,2023-01-20,88.51,Non Open Resolvers,583
381,2023-01-21,83.49,Non Open Resolvers,533
382,2023-01-22,85.83,Non Open Resolvers,515
383,2023-01-23,85.28,Non Open Resolvers,530
384,2023-01-24,85.81,Non Open Resolvers,465
385,2023-01-31,77.12,Non Open Resolvers,944
386,2023-02-01,80.74,Non Open Resolvers,1106
387,2023-02-02,85.8,Non Open Resolvers,1275
388,2023-02-03,83.12,Non Open Resolvers,1511
389,2023-02-04,85.73,Non Open Resolvers,1254
390,2023-02-05,82.98,Non Open Resolvers,1398
391,2023-02-06,85.99,Non Open Resolvers,1527
392,2023-02-07,85.39,Non Open Resolvers,1280
393,2023-02-08,88.74,Non Open Resolvers,977
394,2023-02-09,88.52,Non Open Resolvers,1176
395,2023-02-10,84.93,Non Open Resolvers,1035
396,2023-02-11,89.45,Non Open Resolvers,1081
397,2023-02-12,86.14,Non Open Resolvers,938
398,2023-02-13,86.89,Non Open Resolvers,1144
399,2023-02-14,86.5,Non Open Resolvers,1274
400,2023-02-15,69.86,Non Open Resolvers,1148
401,2023-02-16,85.39,Non Open Resolvers,1109
402,2023-02-17,83.92,Non Open Resolvers,1051
403,2023-02-18,86.28,Non Open Resolvers,991
404,2023-02-19,83.3,Non Open Resolvers,982
405,2023-02-20,83.28,Non Open Resolvers,939
406,2023-02-21,87.08,Non Open Resolvers,813
407,2023-02-22,92.16,Non Open Resolvers,855
408,2023-02-23,92.1,Non Open Resolvers,911
409,2023-02-24,93.96,Non Open Resolvers,1077
410,2023-02-25,87.21,Non Open Resolvers,1063
411,2023-02-26,88.84,Non Open Resolvers,1039
412,2023-02-27,92.26,Non Open Resolvers,1034
413,2023-02-28,87.12,Non Open Resolvers,1025
414,2023-03-01,87.11,Non Open Resolvers,908
415,2023-03-02,92.34,Non Open Resolvers,1057
416,2023-03-03,93.98,Non Open Resolvers,1230
417,2023-03-04,91.64,Non Open Resolvers,1184
418,2023-03-05,91.21,Non Open Resolvers,1195
419,2023-03-06,91.16,Non Open Resolvers,1177
420,2023-03-07,92.5,Non Open Resolvers,1174
421,2023-03-08,89.41,Non Open Resolvers,1039
422,2023-03-09,92.82,Non Open Resolvers,1044
423,2023-03-10,70.93,Non Open Resolvers,922
424,2023-03-11,92.26,Non Open Resolvers,943
425,2023-03-12,93.83,Non Open Resolvers,908
426,2023-03-13,90.13,Non Open Resolvers,1044
427,2023-03-14,92.63,Non Open Resolvers,841
428,2023-03-15,90.71,Non Open Resolvers,1077
429,2023-03-16,91.66,Non Open Resolvers,1043
430,2023-03-17,95.33,Non Open Resolvers,1091
431,2023-03-18,92.74,Non Open Resolvers,881
432,2023-03-19,93.76,Non Open Resolvers,882
433,2023-03-20,91.45,Non Open Resolvers,1017
434,2023-03-21,78.11,Non Open Resolvers,877
435,2023-03-22,3.38,Non Open Resolvers,829
436,2023-03-23,11.42,Non Open Resolvers,1016
437,2023-03-24,0.34,Non Open Resolvers,1165
438,2023-03-25,2.0,Non Open Resolvers,1001
439,2023-03-26,2.03,Non Open Resolvers,1082
440,2023-03-27,2.37,Non Open Resolvers,1011
441,2023-03-28,11.52,Non Open Resolvers,1137
442,2023-03-29,1.5,Non Open Resolvers,998
443,2023-03-30,11.37,Non Open Resolvers,1082
444,2023-03-31,0.42,Non Open Resolvers,959
445,2023-04-01,5.76,Non Open Resolvers,1093
446,2023-04-02,10.95,Non Open Resolvers,1132
447,2023-04-03,2.27,Non Open Resolvers,1233
448,2023-04-04,11.01,Non Open Resolvers,1117
449,2023-04-05,7.32,Non Open Resolvers,1243
450,2023-04-06,9.14,Non Open Resolvers,1269
451,2023-04-07,1.88,Non Open Resolvers,1279
452,2023-04-08,13.45,Non Open Resolvers,1331
453,2023-04-09,2.23,Non Open Resolvers,1483
454,2023-04-10,12.01,Non Open Resolvers,1466
455,2023-04-11,0.97,Non Open Resolvers,1440
456,2023-04-12,1.59,Non Open Resolvers,1261
457,2023-04-13,1.66,Non Open Resolvers,1142
458,2023-04-14,7.22,Non Open Resolvers,1537
459,2023-04-15,2.58,Non Open Resolvers,1395
460,2023-04-16,11.25,Non Open Resolvers,1298
461,2023-04-18,8.54,Non Open Resolvers,1381
462,2023-04-19,1.76,Non Open Resolvers,1480
463,2023-04-20,1.44,Non Open Resolvers,1254
464,2023-04-21,1.59,Non Open Resolvers,1511
465,2023-04-22,0.73,Non Open Resolvers,1379
466,2023-04-23,1.17,Non Open Resolvers,1111
467,2023-04-24,3.05,Non Open Resolvers,1081
468,2023-04-25,4.12,Non Open Resolvers,1166
469,2023-04-26,2.52,Non Open Resolvers,1109
470,2023-04-27,1.92,Non Open Resolvers,1044
471,2023-04-28,3.22,Non Open Resolvers,1087
472,2023-04-29,1.02,Non Open Resolvers,1177
473,2023-04-30,1.43,Non Open Resolvers,1046
474,2023-05-01,5.65,Non Open Resolvers,1079
475,2023-05-02,92.67,Non Open Resolvers,1310
476,2023-05-03,93.3,Non Open Resolvers,1522
477,2023-05-04,93.62,Non Open Resolvers,1411
478,2023-05-05,95.28,Non Open Resolvers,1545
479,2023-05-06,93.08,Non Open Resolvers,1416
480,2023-05-07,92.5,Non Open Resolvers,1280
481,2023-05-08,93.31,Non Open Resolvers,1376
482,2023-05-09,90.38,Non Open Resolvers,1393
483,2023-05-10,91.94,Non Open Resolvers,1538
484,2023-05-11,94.64,Non Open Resolvers,1493
485,2023-05-12,94.36,Non Open Resolvers,1559
486,2023-05-13,95.6,Non Open Resolvers,1386
487,2023-05-14,92.46,Non Open Resolvers,1379
488,2023-05-15,90.33,Non Open Resolvers,1427
489,2023-05-16,92.68,Non Open Resolvers,1339
490,2023-05-17,89.81,Non Open Resolvers,1188
491,2023-05-18,92.26,Non Open Resolvers,1305
492,2023-05-19,93.29,Non Open Resolvers,1178
493,2023-05-20,94.03,Non Open Resolvers,1222
494,2023-05-21,94.46,Non Open Resolvers,1191
495,2023-05-22,92.62,Non Open Resolvers,1097
496,2023-05-23,93.55,Non Open Resolvers,1023
497,2023-05-24,87.97,Non Open Resolvers,1089
498,2023-05-25,90.78,Non Open Resolvers,954
499,2023-05-26,95.13,Non Open Resolvers,863
500,2023-05-27,94.29,Non Open Resolvers,963
501,2023-05-28,93.9,Non Open Resolvers,983
502,2023-05-29,92.81,Non Open Resolvers,1112
503,2023-05-30,93.08,Non Open Resolvers,910
504,2023-05-31,82.97,Non Open Resolvers,1051
505,2023-06-01,94.08,Non Open Resolvers,1182
506,2023-06-02,95.4,Non Open Resolvers,1522
507,2023-06-03,94.79,Non Open Resolvers,1421
508,2023-06-04,94.05,Non Open Resolvers,1193
509,2023-06-05,94.07,Non Open Resolvers,1333
510,2023-06-06,94.22,Non Open Resolvers,1316
511,2023-06-07,22.77,Non Open Resolvers,1234
512,2023-06-09,41.0,Non Open Resolvers,1417
513,2023-06-10,88.86,Non Open Resolvers,1400
514,2023-06-11,91.02,Non Open Resolvers,1225
515,2023-06-12,82.39,Non Open Resolvers,994
516,2023-06-13,88.12,Non Open Resolvers,825
517,2023-06-14,83.4,Non Open Resolvers,1169
518,2023-06-15,91.81,Non Open Resolvers,1172
519,2023-06-16,93.39,Non Open Resolvers,1044
520,2023-06-17,94.59,Non Open Resolvers,869
521,2023-06-18,91.53,Non Open Resolvers,1027
522,2023-06-19,94.29,Non Open Resolvers,1068
523,2023-06-20,94.27,Non Open Resolvers,942
524,2023-06-21,87.02,Non Open Resolvers,863
525,2023-06-22,97.09,Non Open Resolvers,963
526,2023-06-23,96.86,Non Open Resolvers,861
527,2023-06-24,95.48,Non Open Resolvers,796
528,2023-06-25,93.46,Non Open Resolvers,703
529,2023-06-26,96.09,Non Open Resolvers,818
530,2023-06-27,97.03,Non Open Resolvers,572
531,2023-06-28,91.97,Non Open Resolvers,685
532,2023-06-29,94.13,Non Open Resolvers,784
533,2023-06-30,97.26,Non Open Resolvers,731
534,2023-07-01,96.81,Non Open Resolvers,721
535,2023-07-02,98.06,Non Open Resolvers,620
536,2023-07-03,97.86,Non Open Resolvers,608
537,2023-07-04,97.58,Non Open Resolvers,826
538,2023-07-05,96.2,Non Open Resolvers,737
539,2023-07-06,96.58,Non Open Resolvers,761
540,2023-07-07,95.78,Non Open Resolvers,759
541,2023-07-08,97.32,Non Open Resolvers,783
542,2023-07-09,96.83,Non Open Resolvers,631
543,2023-07-10,97.98,Non Open Resolvers,793
544,2023-07-11,95.65,Non Open Resolvers,483
545,2023-07-13,97.46,Non Open Resolvers,591
546,2023-07-14,97.99,Non Open Resolvers,596
